[9.5s-13.5s] 来,大家晚上好
[2221.8s-2222.8s] 好
[2222.8s-2223.8s] 再最后给你们做一个总结
[2223.8s-2225.8s] 首先从我们的环境体系来说
[2225.8s-2226.8s] 我刚才给你们讲过了
[2226.8s-2227.8s] 五阶段
[2227.8s-2228.8s] 哪怕有
[2228.8s-2229.8s] 也没有前面的波段墙
[2229.8s-2230.8s] 最多就二分之一
[2230.8s-2231.8s] 现在还不能确定
[2231.8s-2232.8s] 五阶段有没有
[2232.8s-2233.8s] 有可能是走个双头
[2233.8s-2234.8s] 就开始市场
[2234.8s-2236.8s] 进入到弱势震荡了
[2236.8s-2237.8s] 对不对
[2237.8s-2238.8s] 好
[2238.8s-2239.8s] 那么这是指数层面的
[2239.8s-2240.8s] 然后我给你们分成的
[2240.8s-2241.8s] 四类玩家
[2241.8s-2242.8s] 你自己去定义你是哪一类
[2242.8s-2243.8s] 都行
[2243.8s-2244.8s] 然后板块层面
[2244.8s-2245.8s] 我跟你们说
[2245.8s-2246.8s] 市场风格变了
[2246.8s-2247.8s] 现在市场风格位高
[2247.8s-2249.8s] 现在你说那些票比较高了
[2249.8s-2250.8s] 我可以认可你的观点
[2250.8s-2252.8s] 不是因为对于高于低的问题
[2252.8s-2254.8s] 是因为市场不认可高位
[2254.8s-2256.8s] 现在市场资金其实
[2256.8s-2257.8s] 是害怕高位
[2257.8s-2258.8s] 高位也释放了
[2258.8s-2259.8s] 巨大的亏钱效应了
[2259.8s-2260.8s] 这种亏钱效应一下子
[2260.8s-2261.8s] 不会结束
[2261.8s-2262.8s] 所以现在我们
[2262.8s-2263.8s] 如果要做一定是
[2263.8s-2264.8s] 做相对低位
[2264.8s-2265.8s] 为什么
[2265.8s-2267.8s] 所有的板块都是公平的
[2267.8s-2268.8s] 你我是战国欺雄
[2268.8s-2269.8s] 我们是公平竞争
[2269.8s-2271.8s] 谁是秦国还不好说
[2271.8s-2272.8s] 这是第二个
[2272.8s-2273.8s] 从板块
[2273.8s-2274.8s] 从市场风格层面的
[2274.8s-2275.8s] 第三个板块层面
[2275.8s-2277.8s] 周五逆势扛跌的两个板块
[2277.8s-2279.8s] 是非常明显的半导体材料
[2279.8s-2281.8s] 加上什么
[2281.8s-2283.8s] 加上我们的机器人
[2283.8s-2284.8s] 那么如果是周一
[2284.8s-2286.8s] 这两个方向还能继续强势
[2286.8s-2287.8s] 就有点类似于在这里
[2287.8s-2288.8s] 有点市场
[2288.8s-2289.8s] 认可这个低位方向
[2289.8s-2290.8s] 是最强的国家
[2290.8s-2292.8s] 但未必是五阶段的主线
[2292.8s-2293.8s] 但至少目前是
[2293.8s-2294.8s] 他们是最强的
[2294.8s-2297.1s] 能懂吗
[2297.1s-2298.1s] 那么如果说
[2298.1s-2300.1s] 基于我们的指数择拾系统
[2300.1s-2301.1s] 还没有去
[2301.1s-2302.1s] 空的情况下面
[2302.1s-2303.1s] 四层仓位
[2303.1s-2304.1s] 你还想去步一步
[2304.1s-2305.1s] 或者两层仓位
[2305.1s-2306.1s] 你也随便玩一玩
[2306.1s-2307.1s] 那么这两个方向
[2307.1s-2309.1s] 至少大概率不会让你亏钱
[2309.1s-2310.1s] 或者说哪怕亏了
[2310.1s-2311.1s] 也亏不了多少钱
[2312.1s-2314.1s] 但是你配置了一个
[2314.1s-2315.1s] 提前配置了一个
[2315.1s-2317.1s] 我们叫做五阶段
[2317.1s-2318.1s] 之前的一个试措仓
[2319.1s-2320.1s] 能懂吧
[2320.1s-2322.1s] 你把这个点
[2322.1s-2323.1s] 把这个点理解清楚
[2324.1s-2325.1s] OK
[2325.1s-2326.1s] 那么这两天
[2326.1s-2327.1s] 因为指数调得很厉害
[2327.1s-2328.1s] 个股模式肯定也是亏钱的
[2328.1s-2329.1s] 这是很
[2329.1s-2330.1s] 这是不用多说的
[2330.1s-2331.1s] 很多人回车
[2331.1s-2333.1s] 回车路都不知道多少了
[2333.1s-2335.1s] 个股模式也选了个浮化工
[2335.1s-2336.1s] 但是最后尾盘
[2336.1s-2337.1s] 因为指数回落
[2337.1s-2338.1s] 他也回落了
[2338.1s-2341.4s] 三个多点
[2341.4s-2351.3s] 还有一个就是亚克
[2354.1s-2355.1s] 亚克是存主芯片的
[2355.1s-2356.1s] 这两天都是
[2356.1s-2357.1s] 都是有回车的
[2357.1s-2358.1s] 很正常
[2358.1s-2359.1s] 个股模式你把仓位
[2359.1s-2360.1s] 因为从
[2360.1s-2362.1s] 昨天周四提醒了以后
[2362.1s-2363.1s] 周四提醒了以后
[2363.1s-2364.1s] 大家把仓位压下来就好了
[2364.1s-2365.1s] 很正常
[2365.1s-2366.1s] 前面也赚的太多了
[2366.1s-2368.1s] 这几天回车的也不算多
[2368.1s-2369.1s] 也不算多
[2369.1s-2370.1s] 这就是做交易
[2370.1s-2371.1s] 这是真实的做交易
[2371.1s-2373.1s] 去直面所有的东西
[2373.1s-2374.1s] 不要天天去美
[2374.1s-2376.1s] 我们不需要去美化软件
[2376.1s-2377.1s] 也不需要去美化我
[2377.1s-2378.1s] 美化英雄
[2378.1s-2379.1s] 能懂吗
[2380.1s-2381.1s] 概率性的游戏
[2381.1s-2382.1s] 把概率性的游戏玩好
[2382.1s-2383.1s] 做好自己的交易
[2383.1s-2384.1s] 把握好自己的心态
[2384.1s-2386.1s] 管理好自己的仓位
[2386.1s-2387.1s] 面对从容的
[2387.1s-2389.1s] 去面对这个市场
[2389.1s-2392.6s] 这不就完事了吗
[2392.6s-2393.6s] 是不是
[2393.6s-2394.6s] 这不就完事了吗
[2394.6s-2396.6s] 然后关于聚会的这个事情
[2396.6s-2398.6s] 我先给你们提前透露一点
[2398.6s-2399.6s] 先不着急
[2399.6s-2400.6s] 很多人来向我提前预定了
[2400.6s-2401.6s] 你们不用预定
[2401.6s-2402.6s] 到时候还是直播间抢
[2402.6s-2403.6s] 抢名额
[2403.6s-2404.6s] 人数有限
[2404.6s-2405.6s] 但是我可以告诉你们的
[2405.6s-2408.6s] 我现在已经邀请到了一位
[2408.6s-2410.6s] 这四年时间
[2410.6s-2412.6s] 从A
[2412.6s-2415.6s] 我算A个十百千万
[2415.6s-2416.6s] 十万百万
[2416.6s-2418.6s] 从A7现在做到的A9
[2418.6s-2421.6s] 会有一位神秘嘉宾
[2421.6s-2422.6s] 会有一位神秘嘉宾
[2422.6s-2423.6s] 除了我之外
[2423.6s-2425.6s] 还会有一位神秘嘉宾
[2425.6s-2426.6s] 先给你们
[2426.6s-2428.6s] 然后还会有一些
[2428.6s-2431.6s] 到时候还会有一份特别大礼
[2431.6s-2432.6s] 这份特别大礼
[2432.6s-2434.6s] 估计是很多人所需要的
[2434.6s-2436.6s] 现在先给你们卖个关
[2436.6s-2437.6s] 先给你们卖个关
[2437.6s-2438.6s] 不着急
[2438.6s-2440.6s] 这个事情不着急
[2440.6s-2441.6s] OK
[2441.6s-2442.6s] 除了我以外
[2442.6s-2443.6s] 还有一位大康
[2443.6s-2446.6s] 然后还会有一份特别大礼
[2446.6s-2447.6s] 好吧
[2449.6s-2451.6s] 肯定不是书翻
[2451.6s-2452.6s] 都跟你们说了
[2452.6s-2454.6s] 还会有一位大康
[2454.6s-2457.6s] 从A7对到A9
[2457.6s-2464.1s] 然后还有一位商业大佬
[2464.1s-2466.1s] 还有一位商业大佬
[2466.1s-2468.1s] A7就是七位书
[2468.1s-2470.1s] A9就是你的九位书
[2470.1s-2472.1s] A7A9不知道什么意思
[2472.1s-2479.0s] 好吧
[2479.0s-2481.0s] 这个就保个密
[2481.0s-2483.0s] 保个密
[2483.0s-2484.0s] 保个密
[2484.0s-2486.0s] 先不跟你们说
[2486.0s-2488.0s] 好 OK
[2488.0s-2490.0s] 那么盘面跟大家讲得很明白了
[2490.0s-2491.0s] 然后这段时间
[2491.0s-2492.0s] 我跟你们说过了
[2492.0s-2493.0s] 我们的主要策略是
[2493.0s-2495.0s] 守住前面的利润
[2495.0s-2497.0s] 这是你的第一目标
[2497.0s-2498.0s] 别搞错了
[2498.0s-2501.8s] 能懂吗
[2501.8s-2502.8s] 能懂吗
[2502.8s-2503.8s] 很多人策略别搞错了
[2503.8s-2504.8s] 前面是闷逼
[2504.8s-2505.8s] 让你们干嘛
[2505.8s-2506.8s] 赚钱
[2506.8s-2507.8s] 重仓满仓
[2507.8s-2508.8s] all in
[2508.8s-2510.8s] 书翻你们都认识
[2510.8s-2511.8s] 书翻你们都认识
[2511.8s-2512.8s] 我们不说书翻了
[2512.8s-2513.8s] 我没说书翻不是大咖
[2513.8s-2514.8s] 书翻你们都认识
[2514.8s-2515.8s] 有什么好神秘的
[2515.8s-2517.8s] 神秘个啥
[2517.8s-2519.8s] 神秘个啥
[2519.8s-2520.8s] 书翻老师到时候
[2520.8s-2521.8s] 你们拖着他
[2521.8s-2522.8s] 让他也来分享一下
[2522.8s-2523.8s] 也可以的
[2523.8s-2524.8s] 对吧
[2524.8s-2525.8s] 不然有什么好神秘的
[2525.8s-2526.8s] 我把书翻叫过了
[2526.8s-2528.8s] 那神秘啥
[2528.8s-2529.8s] 对不对
[2529.8s-2530.8s] 那就不神秘了
[2530.8s-2531.8s] 我们要有点神秘
[2531.8s-2533.8s] 有点神秘
[2533.8s-2535.8s] 你们在这里会获得很多
[2535.8s-2536.8s] 还有一个就是
[2536.8s-2538.8s] AI到底怎么去应用端
[2538.8s-2539.8s] AI到底怎么
[2539.8s-2541.8s] 就是结合所有的行业
[2541.8s-2542.8s] 能懂吗
[2542.8s-2543.8s] 我觉得这个话题
[2543.8s-2544.8s] 对于我们
[2544.8s-2545.8s] 所有人也很重要
[2545.8s-2546.8s] 毕竟我们直播间
[2546.8s-2547.8s] 所有人又不是
[2547.8s-2549.8s] 靠交易吃饭的
[2549.8s-2550.8s] 商业不做
[2550.8s-2551.8s] 你们商业不做了
[2551.8s-2553.8s] 你们自己的行业不做了
[2553.8s-2554.8s] 自己的行业机会不要了
[2554.8s-2555.8s] 你自己的行业
[2555.8s-2556.8s] 多赚点钱
[2556.8s-2557.8s] 你的心态也会更好
[2557.8s-2559.8s] 是不是
[2559.8s-2561.8s] 是不是这个逻辑
[2561.8s-2562.8s] 我先说一下
[2562.8s-2563.8s] 直播间所有人
[2563.8s-2564.8s] 不要把自己的本职工作
[2564.8s-2566.8s] 给落下了
[2566.8s-2568.8s] AI怎么落地到你的行业
[2568.8s-2570.8s] 这也是对你来说
[2570.8s-2572.8s] 人生巨大的机会
[2572.8s-2573.8s] 这个机会做好了
[2573.8s-2575.8s] 也能让你跨越阶层
[2575.8s-2576.8s] 交易做好了
[2576.8s-2577.8s] 也能让你跨越阶层
[2577.8s-2578.8s] 有两个选择
[2578.8s-2579.8s] 为什么不成年人的世界
[2579.8s-2583.1s] 为什么不都要
[2583.1s-2584.1s] 是不是
[2584.1s-2585.1s] 成年人的世界
[2585.1s-2588.4s] 为什么不都要
[2588.4s-2589.4s] 所以一个都不要落下
[2589.4s-2590.4s] 我对直播间
[2590.4s-2591.4s] 所有人都
[2591.4s-2592.4s] 就像你看像我AI的
[2592.4s-2593.4s] 应用端红利
[2593.4s-2594.4s] 我也要
[2594.4s-2595.4s] 交易的红利
[2595.4s-2596.4s] 我也要
[2596.4s-2597.4s] 干嘛都不要
[2597.4s-2598.4s] 双保险
[2598.4s-2599.4s] 咱们就有做交易
[2599.4s-2600.4s] 主打就是一个
[2600.4s-2602.4s] 尽可能控制好自己的风险
[2602.4s-2603.4s] 对不对
[2603.4s-2604.4s] 双保险
[2604.4s-2605.4s] 都要
[2605.4s-2608.4s] 都是千年难得的机遇
[2608.4s-2609.4s] 对吧
[2609.4s-2610.4s] 都是这10年间
[2610.4s-2611.4s] 可能会诞生现象节
[2611.4s-2613.4s] 像16年的抖音一样的
[2613.4s-2614.4s] 红利
[2614.4s-2615.4s] 现在是26年
[2615.4s-2616.4s] 为什么不要
[2616.4s-2617.4s] 都要我们交易也要
[2617.4s-2618.4s] 商业也要
[2618.4s-2619.4s] 好吧
[2619.4s-2620.4s] 好
[2620.4s-2621.4s] 那么接下来
[2621.4s-2622.4s] 我给大家说过了
[2622.4s-2623.4s] 现在的策略跟之前
[2623.4s-2624.4s] 策略的策略
[2624.4s-2625.4s] 重仓满仓持股代仓
[2625.4s-2627.4s] 现在是守住口袋
[2627.4s-2629.4s] 守住口袋是第一要位
[2629.4s-2630.4s] 不是瞎这把操作是第一要位
[2630.4s-2631.4s] 先搞明白
[2631.4s-2632.4s] 战略上面
[2632.4s-2635.4s] 我们已经有质的变化了
[2635.4s-2637.4s] 战略上面有质的变化了
[2637.4s-2638.4s] 守住财富
[2638.4s-2639.4s] 比你乱做要好
[2639.4s-2640.4s] 有的时候你看不懂
[2640.4s-2641.4s] 力量不做的
[2641.4s-2643.4s] 不要去管别人
[2643.4s-2644.4s] 哪个性存者偏差
[2644.4s-2645.4s] 哎呀我赚钱了
[2645.4s-2646.4s] 你去看他
[2646.4s-2648.4s] 这这四阶段调整的整个阶段
[2648.4s-2649.4s] 他能赚到钱吗
[2649.4s-2651.4s] 哪怕有结构别人赚到钱了
[2651.4s-2652.4s] 也许是他能力强的
[2652.4s-2653.4s] 那跟你有什么关系的
[2653.4s-2654.4s] 你有这个能力吗
[2654.4s-2655.4s] 你有这个能力的话
[2655.4s-2658.4s] 你老早才付到A8A9了
[2658.4s-2659.4s] 对不对
[2659.4s-2660.4s] 我跟你们讲过了
[2660.4s-2661.4s] 很多行情
[2661.4s-2663.4s] 连大邮子都不做的
[2663.4s-2664.4s] 你不能只看一天两天
[2664.4s-2665.4s] 今天指数反弹了
[2665.4s-2666.4s] 你就觉得错过了
[2666.4s-2668.4s] 你一个阶段你去看
[2668.4s-2669.4s] 常委的一个阶段
[2669.4s-2670.4s] 你像3月份的时候
[2670.4s-2672.4s] 你做你能赚到钱吗
[2672.4s-2673.4s] 不大部分人的钱
[2673.4s-2675.4s] 都在那里全部丢回去了吗
[2675.4s-2680.4s] 我继续卖猪肉
[2680.4s-2681.4s] 好吧
[2681.4s-2682.4s] 好了
[2682.4s-2683.4s] 我们的战略层面
[2683.4s-2684.4s] 包括我们的执行层面
[2684.4s-2685.4s] 都讲明白了
[2685.4s-2687.4s] 我们就今天的直播
[2687.4s-2688.4s] 就到此结束
[2688.4s-2689.4s] 拜拜
[2689.4s-2690.4s] 没有听懂的直播
[2690.4s-2691.4s] 再去听一遍
[2691.4s-2693.4s] 甚至对于很多认知层次
[2693.4s-2696.4s] 还没有达到这个级别的粉丝
[2696.4s-2697.4s] 我再给你每个建议
[2697.4s-2700.4s] 把所有的直播回放去听完
[2700.4s-2701.4s] 去听十遍
[2701.4s-2702.4s] 把今天的直播
[2702.4s-2703.4s] 每次都要听两遍
[2703.4s-2704.4s] 做不到
[2704.4s-2705.4s] 你不要跟我说
[2705.4s-2706.4s] 你想稳定引力
[2706.4s-2708.8s] 好吧
[2708.8s-2714.5s] 拜拜
[2714.5s-2715.5s] 物理AI
[2715.5s-2716.5s] 其实本质上面
[2716.5s-2717.5s] 就有说
[2717.5s-2718.5s] 从我们的智能体
[2718.5s-2720.5s] 从我们的大模型
[2720.5s-2722.5s] 到应用端
[2722.5s-2723.5s] 物理AI就是实际
[2723.5s-2725.5s] 应用到我们的生活当中
[2725.5s-2726.5s] 叫物理AI懂了吗
[2726.5s-2727.5s] 其实本质上面
[2727.5s-2729.5s] 孙语成还是坚持他的观点
[2729.5s-2732.5s] 在2026年到2036年之间
[2732.5s-2734.5s] AI这个应用端方向
[2734.5s-2736.5s] 会出一款现象级的产品
[2736.5s-2738.5s] 也许这个现象型的产品
[2738.5s-2739.5s] 会比抖音更牛逼
[2739.5s-2741.5s] 这是他坚持的思路
[2741.5s-2743.5s] 但是并不代表
[2743.5s-2744.5s] 看了这个以后
[2744.5s-2746.5s] 你就觉得AI应用端就要起飞了
[2746.5s-2747.5s] 这是两件事情
[2747.5s-2749.5s] 能懂吗
[2749.5s-2751.5s] AI的落地确实没那么快
[2751.5s-2752.5s] 现在我们很多落地的地方
[2752.5s-2753.5s] 最大的收费
[2753.5s-2754.5s] 落地的地方就是大模型
[2754.5s-2755.5s] 现在很多大模型收费了
[2755.5s-2756.5s] 你们发现没有
[2756.5s-2758.5s] 第二个就是Aging
[2758.5s-2759.5s] Aging能够帮你解决
[2759.5s-2760.5s] 一些简单的行为
[2760.5s-2761.5s] 上面的问题
[2761.5s-2762.5s] 就像我现在做副盘
[2762.5s-2763.5s] 我现在都是AI帮我做好
[2763.5s-2765.5s] 然后我再去看一下
[2765.5s-2766.5s] 能懂吗
[2766.5s-2768.5s] 现在盘面所有的消息面
[2768.5s-2769.5s] 都是AI帮我弄
[2769.5s-2770.5s] 现在盘面的数据统计
[2770.5s-2772.5s] 都是AI帮我自动执行
[2772.5s-2774.5s] 他每天会给我报表
[2774.5s-2777.5s] 这些就是Aging在做的功能
[2777.5s-2779.5s] 目前我们应用到
[2779.5s-2780.5s] 就是层面的
[2780.5s-2782.5s] 主要就是大模型跟Aging
[2782.5s-2783.5s] 懂了吗
[2783.5s-2785.5s] 我请了一个相当于智商
[2785.5s-2789.5s] 等于200家的一个助理
[2789.5s-2790.5s] 但这个助理
[2790.5s-2791.5s] 他要学我的专业东西
[2791.5s-2792.5s] 他要提供我什么
[2792.5s-2795.5s] 他需要跟我不停的去聊天沟通
[2795.5s-2798.9s] 使用的就是这个东西
[2798.9s-2799.9s] OK
[2799.9s-2800.9s] 好了
[2800.9s-2801.9s] 不要
[2801.9s-2803.9s] 要有自己独立思考的能力
[2803.9s-2804.9s] 最终交易这件事情
[2804.9s-2805.9s] 还是以盘面说的算
[2805.9s-2806.9s] 不用扯
[2806.9s-2807.9s] 我讲了一下孙云辰
[2807.9s-2808.9s] 你们就
[2808.9s-2809.9s] 什么都听
[2809.9s-2810.9s] 所以很多人就是
[2810.9s-2812.9s] 自己没有自己的脑子
[2812.9s-2814.9s] 能懂吗
[2814.9s-2815.9s] 自己没有自己的脑子
[2815.9s-2817.9s] 就什么都听
[2817.9s-2820.9s] 要自己也要学会分析
[2820.9s-2822.9s] 要去体验AI时代
[2822.9s-2824.9s] 到底变化的地方有哪些
[2824.9s-2826.9s] 不是你在这里做警官天
[2826.9s-2827.9s] 啥也不去学习
[2827.9s-2828.9s] 啥也不去干
[2828.9s-2829.9s] 啥也不去体验
[2829.9s-2830.9s] 搞到好像你能对AI了解
[2830.9s-2831.9s] 是的可能吗
[2831.9s-2834.9s] 我跟苏凡已经深度介入AI了
[2834.9s-2836.9s] 听清楚是深度
[2836.9s-2838.9s] 到时候线下的时候
[2838.9s-2840.9s] 还会给你们看一下
[2840.9s-2841.9s] 看看我的
[2841.9s-2842.9s] 我的
[2842.9s-2843.9s] 龙虾
[2843.9s-2844.9s] 有多牛逼
[2844.9s-2845.9s] 当然我不是在那边
[2845.9s-2846.9s] 养龙虾的
[2846.9s-2850.2s] 我是Codex里面在弄的
[2850.2s-2851.2s] 懂了吗
[2851.2s-2854.1s] OK
[2854.1s-2855.1s] 好
[2855.1s-2856.1s] 我会在这里
[2856.1s-2857.1s] 跟你们一起
[2857.1s-2858.1s] 说
[2858.1s-2859.1s] 好
[2859.1s-2860.1s] 好
[2860.1s-2861.1s] 好
[2861.1s-2862.1s] 好
[2862.1s-2863.1s] 好
[2863.1s-2864.1s] 好
[2864.1s-2865.1s] 好
[2865.1s-2866.1s] 好
[2866.1s-2867.1s] 好
[2867.1s-2868.1s] 好
[2868.1s-2869.1s] 好
[2869.1s-2870.1s] 好
[2870.1s-2871.1s] 好
[2871.1s-2872.1s] 好
[2872.1s-2873.1s] 好
[2873.1s-2874.1s] 好
[2874.1s-2875.1s] 好
[2875.1s-2876.1s] 好
[2876.1s-2877.1s] 好
[2877.1s-2878.1s] 好
[2878.1s-2879.1s] 好
[2879.1s-2880.1s] 好
[2880.1s-2881.1s] 好
[2881.1s-2882.1s] 好
[2882.1s-2883.1s] 好
