[2.3s-71.1s] 一世多 一世多红旋
[71.1s-80.1s] 反正哈 大音线跟我们又有什么关系
[81.6s-83.7s] 大音线跟我们又有什么关系
[2898.1s-2899.4s] 尾盘是回风了
[2900.0s-2902.1s] 这三个标的明天的表现
[2902.2s-2905.1s] 会直接决定超短能不能在这个节点
[2905.4s-2907.2s] 跟我们的指数
[2908.0s-2909.6s] 跟我们的趋势这些
[2910.2s-2910.8s] 环境
[2911.9s-2914.3s] 脱离切割完自己走自己的
[2920.5s-2923.0s] 明天超短反包那绝对精彩
[2924.9s-2926.2s] 这可以提前说
[2926.5s-2929.8s] 明天如果超短是直接加强的
[2930.0s-2931.2s] 就是要立马表态的
[2931.2s-2932.7s] 不要那种扭扭捏捏的
[2933.1s-2934.2s] 什么叫错杀
[2934.2s-2935.7s] 明天进价就应该表态
[2935.7s-2937.7s] 或者开盘三分钟以内就得表态
[2941.7s-2942.4s] 能懂吗
[2942.7s-2943.9s] 就是直接表态了
[2943.9s-2945.4s] 那超短就有的看
[2946.4s-2947.4s] 超短就有的看
[2947.4s-2949.4s] 如果明天直接是铺盖的
[2950.0s-2950.8s] 大面的
[2951.3s-2952.5s] 那么雪崩了
[2952.5s-2954.1s] 没有一片雪花是无辜的
[2954.7s-2956.3s] 好吧超短的人钱没赚到
[2956.3s-2958.7s] 亏钱的时候跟趋势的人一起亏
[2961.3s-2962.1s] 能懂吗
[2962.4s-2964.1s] 就如果明天超短也是闷杀的
[2964.1s-2965.1s] 那太惨了
[2965.3s-2966.3s] 赚钱的时候
[2966.3s-2967.8s] 没有跟着趋势玩家
[2967.8s-2970.0s] 没有跟着像我们这种波段玩家赚钱
[2970.1s-2971.3s] 但亏钱的时候
[2972.1s-2974.4s] 但亏钱的时候是跟着大家一起亏
[2974.5s-2976.1s] 三个风向标我跟你们讲一下
[2976.6s-2977.7s] 这叫风向标
[2977.7s-2979.3s] 你不要觉得可以随便瞎买
[2979.3s-2980.2s] 超短一般人做不了
[2980.2s-2981.1s] 我再强调一下来
[2981.7s-2984.0s] 克服要把这接下来的话录下来
[2984.6s-2987.0s] 超短是一个
[2988.4s-2990.2s] 非常变态的地方
[2990.6s-2994.4s] 能够发生一两个礼拜让你腰斩的地方
[2994.7s-2996.7s] 所以不是职业玩家
[2996.8s-3000.1s] 不要玩超短不要玩超短不要玩超短
[3001.3s-3002.3s] 你受不了
[3003.3s-3005.2s] 那么当然我们直播间
[3005.2s-3007.7s] 因为不是所有的人都是止住波断的
[3007.9s-3010.2s] 确实我的老粉有一些做超短
[3010.2s-3010.9s] 比较6的
[3010.9s-3012.2s] 所以我不能不分享
[3012.6s-3014.9s] 所以我告诉你们明天的风向标
[3014.9s-3017.5s] 核心就是看力人威龙还有
[3017.8s-3019.1s] 出关的大谱
[3020.7s-3022.4s] 明天其实对于超短玩家来说
[3022.4s-3023.7s] 是非常简单的
[3024.4s-3027.2s] 因为明天只有进价跟开盘直接加强
[3027.3s-3028.6s] 才有超短选手
[3028.6s-3030.1s] 可能会诞生的买点
[3030.2s-3031.6s] 不然根本就不用看
[3031.8s-3033.3s] 没有意义要立马表态
[3033.7s-3035.0s] 要立马表态
[3035.4s-3036.8s] 这才叫挫杀
[3037.5s-3038.4s] 包括
[3040.7s-3041.6s] 玻璃鸡板
[3042.2s-3044.4s] 也是一样的表态一定要快
[3045.2s-3047.3s] 开盘像玻璃鸡板这种开盘15分钟
[3047.3s-3047.9s] 还不表态的
[3047.9s-3049.0s] 那肯定就表不了态了
[3049.0s-3049.5s] 难了
[3054.8s-3055.5s] 能懂吗
[3055.7s-3057.5s] 问超短是哪几个标记的
[3057.5s-3059.2s] 一定他本来就不会做超短的
[3059.2s-3061.1s] 所以你跟你也关系也不大
[3063.2s-3064.7s] 怎么看出哪些是超短的
[3064.7s-3065.5s] 这种问题在问的
[3065.5s-3066.7s] 跟你关系也不大
[3067.1s-3068.1s] 我刚说过了
[3069.0s-3069.9s] 经不起
[3070.6s-3072.9s] 一个礼拜腰斩的就不要玩超短了
[3072.9s-3073.8s] 我告诉你们
[3074.5s-3076.3s] 你去问问我们直播间的老粉
[3076.4s-3079.5s] 超短是不是有可能一个礼拜就会50%
[3081.1s-3082.7s] 现在职业玩家也玩不来超短了
[3082.7s-3083.4s] 没毛病
[3085.9s-3087.5s] 你说的很对神经话
[3088.1s-3090.4s] 现在职业玩家也玩不了超短了
[3092.2s-3093.4s] 你说的非常的
[3094.3s-3095.2s] 很贴界
[3097.8s-3099.0s] 我先告诉你
[3099.0s-3100.0s] 超短真的
[3100.0s-3102.1s] 你们问我们直播间所有老粉就知道了
[3102.1s-3104.1s] 一个礼拜真的有可能直接腰斩
[3104.5s-3106.5s] 做不来的人一个礼拜分分钟腰斩
[3109.1s-3110.6s] 三年腰斩十次
[3113.7s-3115.9s] 当年最高一个月亏-80%
[3115.9s-3116.7s] 对很正常
[3116.7s-3118.1s] 超斩就是要么上天
[3118.4s-3119.2s] 要么天堂
[3119.2s-3120.3s] 要么地狱
[3121.1s-3122.3s] 要么天堂要么地狱
[3132.2s-3133.9s] 不要天天正眼
[3133.9s-3136.3s] 正眼只诞生在乱世统一的
[3136.7s-3138.3s] 行前毛线的正眼
[3138.3s-3141.6s] 正眼天天正眼
[3141.6s-3144.0s] 刚说过玻璃鸡板是超短超短
[3145.4s-3146.2s] 又白讲了
[3147.0s-3149.2s] 天天这个正眼
[3149.8s-3151.2s] 行天差的时候哪来的正眼
[3152.2s-3152.8s] 你告诉我
[3156.1s-3157.6s] 没搞乱世哪来的英雄
[3160.8s-3161.3s] 是不是
[3163.0s-3163.5s] 是不是
[3164.7s-3166.3s] 朱元璋不统一天下
[3167.6s-3168.6s] 哪能叫英雄
[3169.2s-3171.0s] 谁会知道有一个人叫朱元璋
[3174.4s-3175.2s] 还不能理解
[3176.2s-3177.0s] 好ok来
[3177.2s-3178.4s] 接下来讲赵毅创新
[3179.0s-3180.6s] 有很多人还在问赵毅创新
[3180.6s-3181.5s] 赵毅创新因为
[3182.0s-3183.5s] 赵毅创新很多人说老大
[3183.8s-3184.2s] 那
[3184.6s-3185.5s] 那这个
[3185.6s-3188.3s] 那这个我们的那个长心存储
[3188.3s-3191.5s] 5万亿市值这个逻辑怎么就不够硬了吗
[3191.5s-3193.1s] 那赵毅怎么办
[3193.4s-3194.6s] 你们要知道一点
[3195.3s-3197.5s] 机器人这个板块我会跟你们说
[3197.5s-3198.1s] 我说
[3199.0s-3199.9s] 可以拿一拿
[3200.4s-3201.9s] 仓位控制在两层仓
[3202.4s-3203.8s] 那拿一下也无所谓
[3204.0s-3206.5s] 但为什么赵毅创新我就不会这么说
[3206.8s-3208.0s] 你们知道原因吗
[3208.5s-3211.7s] 我们三花能拿一拿的原因是什么
[3211.7s-3213.7s] 是因为ai科技的资金
[3214.2s-3214.9s] 撤离
[3215.2s-3218.5s] 他的流向是留下哪里是留下机器人
[3219.6s-3221.4s] 是从大的格局角度来说
[3221.4s-3223.5s] 他的资金流向刚好留下了这个板块
[3223.9s-3226.2s] 所以这个板块存在一定的直播率
[3226.5s-3228.3s] 但是你们要要理解赵毅创新
[3228.3s-3230.6s] 他最大的属性是什么是纯主芯片
[3231.5s-3232.6s] 是ai科技
[3232.7s-3234.6s] 他能不能成为穿越的品种
[3234.6s-3235.9s] 这是一个小概率事件
[3235.9s-3238.6s] 没有人可以提前去推断他一定能穿越
[3241.3s-3242.4s] 能理解了吗
[3242.4s-3244.0s] 我们是从更高的维度先去看
[3244.0s-3245.2s] 首先环境变差了
[3245.6s-3246.9s] 我们只干一件事情
[3247.2s-3248.4s] 要么最好空舱
[3248.9s-3249.6s] 看戏
[3250.2s-3251.8s] 让市场表演一段时间
[3252.2s-3254.0s] 除非有超短行情我们做一做
[3254.1s-3256.6s] 现在还不是那种大家都能做的超短行情
[3256.8s-3258.5s] 有大家都能做的超短行情
[3258.5s-3259.4s] 我会跟你们讲的
[3259.4s-3260.3s] 你们不用急
[3260.6s-3263.0s] 现在这种超短行情是那种超短里面的
[3263.0s-3264.8s] 顶尖高手在里面玩的
[3265.2s-3267.5s] 所以我不会我老是跟你们强调不要去玩
[3268.1s-3269.3s] 你们没有这个水平
[3269.7s-3271.3s] 自己几斤几两不知道吗
[3271.4s-3274.1s] 但是有那种超短腰骨行情
[3274.5s-3276.7s] 像去年的腰骨行情你们还记得吗
[3276.7s-3277.5s] 创新药
[3277.8s-3279.7s] 那种行情我一定会跟大家分享的
[3279.7s-3281.1s] 但现在不是这种行情
[3281.7s-3283.5s] 这个机会要到6月份以后
[3284.9s-3287.7s] 所以我我不会建议你们去做超短
[3289.5s-3290.2s] 能懂吧
[3290.9s-3291.6s] 能懂吧
[3292.4s-3294.1s] 本着一个负责任的角度来说
[3294.1s-3295.9s] 也知道你们几斤几两
[3297.3s-3298.5s] 也知道你们几斤几两
[3299.3s-3301.1s] 而且往往想要瞎这把乱做的人
[3301.1s-3302.2s] 都是水平聚菜的人
[3302.8s-3304.5s] 水平好的人根本就不需要我说
[3304.7s-3305.5s] 老早空仓了
[3307.1s-3308.2s] 我说话说
[3308.8s-3310.4s] 为什么公平上面有些问题
[3310.4s-3312.5s] 我一再再再再要去回复他
[3312.5s-3313.8s] 因为我知道这些人是
[3314.2s-3315.5s] 交易能力现在是属于
[3316.1s-3316.7s] 新手阶段
[3320.2s-3322.2s] 乱做的人都是水平很差的人
[3322.8s-3324.2s] 高手现在老早空仓了
[3325.3s-3326.3s] 他今天空仓了
[3326.3s-3328.3s] 他也许一个礼拜两个礼拜他不会做了
[3328.8s-3330.2s] 他会等我的信号或者等
[3330.2s-3331.7s] 我们则是系统的信号
[3333.9s-3335.7s] 所以我每次在一二再再再强的
[3335.7s-3337.5s] 都是针对新手玩家
[3337.8s-3339.0s] 就是为你们操心的
[3339.5s-3341.0s] 我的劳粉我不需要去操心
[3341.0s-3342.0s] 哪需要我去操心
[3344.0s-3344.3s] 来
[3344.7s-3345.8s] 继续那么
[3345.8s-3348.1s] 所以说造业这边有一个最大的问题
[3348.1s-3350.0s] 就是他毕竟他属于存储性的
[3350.0s-3352.1s] 属于AI科技AI科技的调整
[3352.1s-3353.8s] 我们没有人能够确保一点
[3353.8s-3356.8s] 就是他一定能穿越不受什么影响
[3357.3s-3358.2s] 不受雪崩了
[3358.2s-3360.4s] 没有一片雪花是无辜的这句话的影响
[3361.0s-3362.6s] 这就是为什么我不说
[3362.6s-3364.8s] 超易一定还可以拿的原因
[3366.4s-3366.8s] 能懂吗
[3366.8s-3368.9s] 但是三花我觉得你稍微拿一拿没事的
[3368.9s-3370.0s] 配个两层次参位
[3370.0s-3370.9s] 我们就放着
[3371.4s-3372.6s] 解你们的首养
[3372.6s-3374.6s] 我说了我宁愿我帮你们背锅
[3377.3s-3377.8s] 你懂吗
[3377.8s-3379.6s] 就是这锅我背了
[3380.4s-3381.6s] 反正也没有人感恩的
[3381.8s-3383.1s] 这一波赚了这么多钱
[3384.3s-3385.3s] 我也没见到有什么感
[3385.3s-3387.5s] 这一波带着大家防守做的这么好
[3389.3s-3390.1s] 我也没看到
[3390.1s-3391.8s] 那但凡出现点问题了
[3391.8s-3394.1s] 公平上面就稀里花拉的负面情绪就有了
[3394.1s-3395.0s] 虽然说不多
[3395.3s-3396.2s] 但是我的要求
[3396.2s-3398.5s] 我是白养做我对自己的要求很高的
[3398.6s-3399.7s] 我希望终有一天
[3399.7s-3402.1s] 我在公平上面没有看到任何的负面
[3405.0s-3406.7s] 今天我大概看到了五六条
[3406.9s-3408.3s] 私信基本没收到
[3408.5s-3408.9s] 这个不错
[3408.9s-3410.3s] 要表扬一下你们私信
[3410.3s-3411.1s] 我基本没收到
[3411.1s-3413.6s] 任何的都是安全撤离
[3414.1s-3415.1s] 都是安全撤离
[3417.7s-3418.2s] 好吧
[3418.6s-3419.4s] 这是原因
[3419.4s-3421.1s] 你们就能理解为什么了
[3421.7s-3422.1s] OK
[3422.1s-3423.9s] 所以这就是照一创新
[3423.9s-3425.4s] 跟三花之控两个标的
[3425.4s-3426.7s] 他们的一个区别
[3427.3s-3427.9s] 来接下来
[3427.9s-3429.8s] 我们来看一下软件
[3430.2s-3430.8s] 软件
[3430.8s-3432.6s] 我觉得软件还是很牛逼的
[3432.8s-3433.8s] 软件还是很牛逼的
[3434.2s-3434.7s] 这段时间
[3434.7s-3436.6s] 其实软件综合胜率也是非常高
[3437.6s-3438.3s] 综合胜率
[3438.7s-3440.2s] 看一天你能看出什么来
[3440.4s-3441.6s] 综合胜率真的非常高
[3441.6s-3442.9s] 昨天软件选择两个标的
[3442.9s-3444.2s] 今天都给到你们议价了
[3444.6s-3445.8s] 因为软件选择做超短
[3446.6s-3446.9s] 多福多
[3446.9s-3447.9s] 你今天随便卖
[3448.2s-3448.9s] 占三四个点
[3448.9s-3449.4s] 照一创新
[3449.4s-3450.3s] 你今天随便卖
[3450.7s-3451.4s] 占个一个点
[3452.3s-3454.1s] 今天是种行情你还能赚钱
[3454.6s-3455.8s] 是不是今天没办法
[3455.8s-3456.8s] 今天指数暴跌
[3456.8s-3458.2s] 那么选择个股肯定也是跌的
[3458.2s-3459.2s] 这是没有办法的
[3460.4s-3462.1s] 但是鬼知道的明天怎么说
[3463.2s-3463.8s] 对吧
[3463.8s-3464.7s] 鬼知道明天怎么说
[3464.7s-3465.4s] 今天肯定是亏的
[3465.4s-3466.3s] 今天
[3466.4s-3468.4s] 昨天两个个股能赚个四五个点
[3468.4s-3469.2s] 今天比较一些
[3469.2s-3470.8s] 今天还亏十三个点
[3470.8s-3472.2s] 但你的仓位是控制在
[3472.8s-3473.4s] 三成糟
[3473.6s-3475.1s] 以内的也没多少回彻
[3475.1s-3477.1s] 但鬼知道明天会不会又会反包呢
[3477.7s-3479.3s] 就像那天那个那个那个B载子
[3479.3s-3480.2s] 叫什么来着
[3480.8s-3482.4s] 那个当天亏了十个点
[3482.4s-3483.4s] 第二天20厘米涨停
[3483.4s-3484.3s] 那个叫什么来着
[3486.7s-3487.5s] 你好菜
[3487.9s-3488.8s] 我买的软件
[3488.8s-3489.9s] 个股几次都是亏的
[3489.9s-3490.9s] 不是因为你菜
[3491.8s-3493.6s] 是因为你真的是超级菜
[3495.4s-3496.9s] 你知道为什么是超级菜吗
[3497.3s-3500.0s] 因为你是用自己
[3501.0s-3502.2s] 你不相信软件
[3502.4s-3503.6s] 你就是喜欢相信自己
[3503.6s-3504.6s] 你就是不
[3505.2s-3506.5s] 评铺每天都买
[3507.5s-3509.4s] 你就是要喜欢相信自己的猪脑子
[3509.4s-3510.7s] 叫做选择性买入
[3510.9s-3512.1s] 而你的能力
[3512.1s-3513.7s] 当你选择性买入的时候
[3513.7s-3514.3s] 不好意思
[3514.3s-3516.4s] 你的能力就是偏偏是最菜的时候
[3519.7s-3520.8s] 所以挨打都有你的份
[3520.8s-3521.8s] 吃肉没有你的份
[3522.4s-3523.8s] 像做软件的人
[3524.3s-3525.9s] 他是每天都是评铺的
[3526.2s-3527.8s] 他不用自己的脑子的人
[3529.1s-3530.0s] 他这一段时间
[3530.0s-3531.2s] 软件至少占50个点
[3531.3s-3532.6s] 我说没不过分
[3532.7s-3533.7s] 你们随便统计
[3535.7s-3536.7s] 这10个交易日
[3536.7s-3537.7s] 你去统计软件
[3537.7s-3538.5s] 所有的个股
[3538.5s-3539.3s] 盈亏盈亏
[3539.3s-3540.1s] 按心法去卖
[3540.1s-3540.7s] 你去看
[3543.8s-3544.5s] 就是赚钱的
[3544.5s-3545.4s] 这是一个客观事实
[3545.4s-3546.4s] 每个人都可以去
[3547.0s-3548.3s] 拿XL表统计
[3548.6s-3550.5s] 或者要AI帮你统计
[3552.7s-3554.5s] 你就喜欢启动自己的猪脑子
[3555.1s-3555.8s] 去选择
[3556.6s-3557.9s] 但你会发现你的猪脑子
[3557.9s-3559.2s] 就是给你选择亏的标记
[3560.4s-3562.0s] 有去反思过这个问题吗
[3567.2s-3568.5s] 今天忙没看到撤退性
[3568.5s-3569.6s] 我们的两个标记
[3569.6s-3571.5s] 明天都可以安全撤退
[3572.4s-3573.3s] 没有问题
[3575.1s-3576.7s] 就有些人说今天没有撤退的
[3576.7s-3578.7s] 那这是反正也不去多说了
[3578.7s-3580.4s] 有些人可能在上班什么的
[3581.3s-3582.9s] 我就不去说你们了
[3583.0s-3583.8s] 不去说你们了
[3584.7s-3585.6s] 心也太大了
[3586.2s-3587.3s] 但是我们的标记
[3587.3s-3588.5s] 哪怕你今天没有撤离
[3588.5s-3589.5s] 明天也能撤离
[3590.6s-3591.8s] 综合不影响我们
[3591.8s-3594.4s] 这个阶段本来就是防守阶段
[3594.6s-3596.2s] 守住利润才是王道
[3597.2s-3598.6s] 你我上次跟你们说的
[3598.6s-3600.6s] 已经6天时间过去了
[3601.0s-3601.7s] 再过4天
[3601.7s-3602.7s] 我就要问你们了
[3602.8s-3604.2s] 从那一天开始
[3604.7s-3606.0s] 你回撤了多少
[3606.1s-3607.4s] 回撤6个点以内的
[3607.9s-3609.3s] 都给你们数一个大拇指
[3612.2s-3613.8s] 都给你们数一个大拇指
[3616.5s-3617.2s] 能懂吗
[3618.1s-3618.7s] 划掺光点
[3618.7s-3620.2s] 为什么会有划掺光点呢
[3624.1s-3624.6s] 划掺光点
[3624.6s-3625.6s] 你肯定要看京东方
[3625.7s-3626.7s] 京东方也不强势
[3626.7s-3628.2s] 划掺明天肯定没意见
[3628.6s-3629.6s] 京东方也强势
[3629.6s-3630.9s] 划掺这种带上去了
[3630.9s-3631.6s] 也是离场点
[3631.6s-3632.8s] 龙头是京东方
[3633.7s-3634.6s] 我跟你们说
[3635.0s-3636.9s] 做交易有一个事情一定要注意
[3638.1s-3639.1s] 就是做交易
[3639.1s-3640.5s] 一定有一个事情一定要注意
[3641.3s-3642.8s] 不要降低自己的审美
[3646.2s-3647.7s] 不要降低自己的审美
[3648.6s-3649.2s] 朋友圈发的
[3649.2s-3650.3s] 你们去看一下下面的评论
[3650.3s-3650.9s] 评论
[3651.5s-3653.4s] 一字板你们是买不到的这些标的
[3653.8s-3655.3s] 下面的评论给你们讲的很明白
[3655.3s-3656.1s] 只有龙头
[3657.7s-3658.4s] 只有龙头
[3658.4s-3659.9s] 能买也只能买龙头
[3659.9s-3660.7s] 你们一定要注意
[3660.7s-3662.3s] 就是我知道很多新粉
[3662.3s-3663.0s] 没有这种概念
[3663.0s-3664.1s] 我这个我稍微抢掉一下
[3664.1s-3665.1s] 老粉已经习惯了
[3666.6s-3667.3s] 就是
[3667.6s-3668.5s] 老粉已经习惯了
[3668.5s-3670.3s] 就是你们一定要计劳一个点
[3670.3s-3672.3s] 就是我们是不去降低审美的
[3672.3s-3674.2s] 就像当时我们去买那个
[3676.2s-3677.2s] 那个叫什么
[3678.0s-3678.8s] 那个那个
[3679.0s-3681.1s] 长新科技的5万亿的这个估值的时候
[3681.1s-3682.5s] 我们只买照一创新
[3682.7s-3683.1s] 为什么
[3683.1s-3684.2s] 因为他是最受益的
[3684.2s-3685.0s] 为什么他最受益
[3685.0s-3685.9s] 只有他
[3686.3s-3688.5s] A股所有的公司里面
[3689.0s-3691.7s] 只有他是参股1.8%
[3696.6s-3697.5s] 能明白吗
[3698.3s-3699.7s] 所以我觉得
[3700.3s-3701.5s] 他是还是真正的核心
[3701.5s-3703.3s] 事实证明他也走的是最好的
[3704.2s-3705.3s] 你们买股票的时候
[3705.3s-3706.6s] 千万不要退还求其次
[3706.6s-3708.0s] 很多人总是退还求其次
[3708.0s-3708.7s] 哎呀这个标的
[3708.7s-3709.2s] 我买不到
[3709.2s-3711.2s] 我要不这样一下买另外一个标的
[3712.0s-3713.8s] 这种思维千万不要有
[3714.0s-3715.5s] 买不到我们宁愿不要买
[3715.5s-3717.6s] 买不到我们宁愿等明天再买
[3720.0s-3720.8s] 能能理解了吗
[3720.8s-3721.7s] 这句话你们
[3721.9s-3723.3s] 把它刻在你们的电脑上
[3723.3s-3725.1s] 新粉啊老粉都是懂的
[3725.1s-3726.7s] 新粉不太懂这句话
[3726.8s-3728.1s] 你们一定要治老
[3728.2s-3730.0s] 买不到我们宁愿第二天再买
[3730.0s-3731.3s] 很多新粉会有这个概念
[3731.3s-3733.3s] 那我第二天买不是价格更高了吗
[3733.3s-3734.1s] 那你没办法
[3734.8s-3737.4s] 龙头买不到宁愿第二天再去买
[3737.4s-3739.2s] 我们也不去做小弟
[3739.2s-3740.5s] 也不去做杂毛
[3741.5s-3743.7s] 在新法里面给你们举过一个案例
[3743.9s-3746.0s] 我们能知道世界冠军
[3746.4s-3748.0s] 乒乓球冠军邓亚平
[3748.0s-3749.6s] 你能记得第二名是谁
[3750.7s-3751.4s] 我不记得
[3753.5s-3755.1s] 我真不记得为什么
[3756.5s-3757.9s] 因为大众的思维里面
[3757.9s-3760.4s] 基本上只能记住那家第一名
[3762.6s-3764.2s] 所以我们是不降标准的
[3764.2s-3765.4s] 我宁愿明天买
[3765.4s-3767.9s] 我也不想提前去买小弟
[3769.0s-3770.8s] 小弟的不确定性太大了
[3772.8s-3773.4s] OK
[3773.5s-3775.8s] 所以这句话新粉要刻在骨子里面
[3775.8s-3778.0s] 一定只买核心
[3778.7s-3779.6s] 一定只买核心
[3779.6s-3782.2s] 就像当时你们还记得冬山金
[3782.2s-3783.3s] 冬山金秘第二
[3783.3s-3784.6s] 当天第一天也买不到的
[3784.6s-3785.3s] 也是一字板
[3786.1s-3787.3s] 还记得吗冬山金秘
[3787.5s-3788.7s] 第一天我们也是买不到的
[3788.7s-3790.4s] 那我们也只能等第二天买了
[3790.5s-3792.2s] 还好第二天指数大低开
[3792.6s-3794.1s] 给了我们机会六个点买的
[3794.5s-3796.5s] 那我们会不会去买冬山金秘下面的
[3796.5s-3797.0s] 其他的表力
[3797.0s-3797.4s] 不会
[3798.6s-3800.7s] 我们是不是还是要等冬山金秘炸板
[3801.0s-3802.9s] 不是炸板打开以后第二天
[3803.3s-3804.8s] 不开一字板了我们才去买的
[3805.3s-3806.3s] 这没有办法的
[3806.3s-3807.9s] 你要买就要么不买
[3807.9s-3809.6s] 要买就一定要买绝对的核心
[3809.9s-3811.7s] 除非你选择核心了没办法
[3811.8s-3812.9s] 比如说哎呀老大我买了
[3812.9s-3813.7s] 我觉得他是核心
[3813.7s-3814.8s] 但最后他不是核心
[3814.8s-3815.5s] 那这个没办法
[3815.5s-3817.0s] 这是你的交易模式的问题
[3817.9s-3819.2s] 但你的思维是正确的
[3819.2s-3822.0s] 你想买确实是想买那个皇帝
[3823.2s-3824.6s] 确实是想买那个皇帝
[3824.6s-3827.0s] 确实是想买第一名
[3827.3s-3828.7s] 而不是去特亚求其次
[3829.8s-3830.2s] OK
[3831.2s-3833.4s] OK还有一个我又很奇怪
[3833.4s-3834.8s] 想想问一点
[3835.2s-3837.4s] 我们明明都已经六层仓位了
[3837.4s-3838.8s] 你怎么还有仓位买呢
[3842.7s-3844.3s] 我实在是不好意思问
[3844.3s-3846.2s] 但是我又心中充满了疑惑
[3846.2s-3847.0s] 我真的
[3847.8s-3849.5s] 真的有这么不听话的人
[3850.2s-3853.5s] 我觉得我们在前天是四层仓
[3854.0s-3855.7s] 前天晚上直播告诉过大家
[3855.9s-3857.3s] 昨天可以加两层仓
[3857.3s-3859.0s] 六层仓你哪来还有仓位
[3863.6s-3865.1s] 你哪来还有仓位买
[3871.3s-3872.5s] 说不是说好的
[3872.5s-3873.7s] 不要超过六层仓
[3874.5s-3875.6s] 不是说好的
[3877.5s-3879.8s] 前天昨天我们已经六层仓
[3879.8s-3881.2s] 你这仓位哪里来
[3882.2s-3883.6s] 又把工资充进去了
[3887.1s-3888.3s] 又把工资充进去了
[3891.8s-3892.8s] 你们不要忽悠我
[3892.8s-3894.8s] 我的思维是非常敏捷的
[3898.5s-3899.8s] 我的思维是非常敏捷的
[3899.8s-3902.0s] 我是一个非常追求事实和真相的人
[3902.9s-3904.1s] 那不还剩四层
[3904.1s-3905.4s] 那不我们不是说过的
[3905.4s-3906.6s] 不要超过六层仓吗
[3906.8s-3911.6s] 要忽悠我
[3911.6s-3913.0s] 我现在一想来不对
[3914.2s-3915.9s] 我们说好的不要超过六层仓
[3915.9s-3917.7s] 因为五阶段风险有点大
[3917.7s-3919.7s] 万一情况不对
[3920.3s-3922.5s] 我们也就回车一点点能守住利润
[3923.0s-3923.3s] 对吧
[3923.3s-3925.3s] 说好的前面是说四层仓
[3925.3s-3930.3s] 为我们在机器人跟长新科技相关概念股
[3931.1s-3931.4s] 对吧
[3931.4s-3933.4s] 说好的昨天可以加两层仓
[3933.4s-3934.5s] 都说好的样
[3938.7s-3939.2s] 怎么回事
[3939.2s-3940.0s] 又想忽悠我
[3941.1s-3942.4s] 还好每天都有录频的
[3942.4s-3944.8s] 以后这种我天天把视频发给你
[3945.3s-3946.2s] 以后问这种问题的
[3946.2s-3946.9s] 我就把视频发给你
[3946.9s-3947.9s] 我就把视频发给你
[3948.7s-3949.3s] 好吧
[3949.3s-3950.5s] 原本空仓了
[3953.4s-3955.0s] 又成买了一周的逆回购
[3955.0s-3955.4s] 可以
[3955.8s-3957.8s] 琉璃妞妞还可以
[3957.8s-3958.7s] 这个应该是个女生
[3960.7s-3961.1s] 挺好的
[3961.1s-3962.2s] 你这个习惯很好
[3962.2s-3962.9s] 你应该是老粉
[3963.3s-3965.5s] 会买逆回购的人一般都是老粉
[3967.4s-3969.2s] 会买逆回购的人一般都是老粉
[3969.2s-3970.1s] 管不住手的人
[3970.1s-3971.4s] 你们可以去打逆回购
[3971.4s-3973.0s] 逆回购他可以打一周
[3973.4s-3974.7s] 也可以打两周
[3975.4s-3976.3s] 就是你都可以打
[3976.3s-3977.4s] 你想空仓多少
[3977.4s-3978.6s] 把你的仓位锁掉了
[3978.6s-3979.9s] 你就不会管不住手了
[3980.7s-3981.8s] 这个习惯很好
[3981.8s-3983.4s] 花一下琉璃妞妞
[3984.1s-3985.2s] 他的习惯很好
[3985.5s-3987.4s] 如果这个阶段只能出手四层仓
[3987.4s-3989.5s] 其余六层仓位就直接逆回购打掉
[3989.7s-3991.3s] 这样子逆回购打掉的仓位
[3991.3s-3992.3s] 你是买不了股票的
[3992.3s-3994.0s] 但是你这六层的逆回购
[3994.0s-3995.4s] 你可以赚到利息钱
[3996.4s-3997.4s] 这叫做两投证
[3997.6s-3998.4s] 你也是逆回购
[3998.4s-3999.6s] 这种一般都是老粉
[4000.8s-4001.9s] 一般都是花钱买教训
[4002.2s-4003.6s] 有些教训该买的还是要买
[4003.8s-4004.0s] 好了
[4004.0s-4004.5s] 不能跟你们讲了
[4004.5s-4005.1s] 我要撤了
[4005.6s-4007.9s] 书翻已经急着让我过去讲了
[4008.1s-4008.6s] 我撤了
[4008.6s-4009.1s] 拜拜
[4010.6s-4011.0s] 拜拜
[4011.0s-4011.5s] 没事
[4012.6s-4013.5s] 所有的新粉
[4014.0s-4015.3s] 偶尔挨次打也重要的
[4015.5s-4017.0s] 但是我希望你们挨打了以后
[4017.0s-4017.6s] 掌教训
[4018.2s-4019.1s] 这个才是关键
[4019.1s-4020.8s] 挨打了以后要记得掌教训
[4022.3s-4023.3s] 还是那句话
[4023.4s-4025.2s] 我觉得大概率我的判断
[4025.2s-4026.3s] 会比你们准一点
[4026.3s-4027.6s] 大概率我跟你们讲的
[4027.6s-4028.8s] 有些特别重要的点
[4028.8s-4030.6s] 你们真的要上个心
[4031.4s-4033.5s] 我跟你们讲五阶段风险很大
[4033.5s-4035.4s] 一般人做不了六层仓位以内
[4035.4s-4036.1s] 要听
[4036.3s-4037.3s] 我跟你们讲
[4037.3s-4039.3s] 我们去布局照一三花
[4039.3s-4041.2s] 或者只做软件的个股模式
[4041.2s-4041.9s] 要听
[4042.5s-4043.7s] 我跟你们说什么节点
